qini,baseline,share_users
2894.9944,1809.8219,0.436804
2896.9944,1811.8927,0.437304
2897.9944,1813.9634,0.437804
2899.9944,1816.0342,0.438304
2901.9944,1818.1049,0.438803
2904.9944,1820.1755,0.439303
2906.9944,1822.2463,0.439803
2906.9944,1824.317,0.440303
2907.9944,1826.3878,0.440803
2910.9944,1828.4585,0.441302
2913.9944,1830.5293,0.441802
2908.328,1832.6,0.442302
2909.328,1834.6708,0.442802
2911.328,1836.7415,0.443301
2913.328,1838.8123,0.443801
2913.328,1840.8829,0.444301
2915.328,1842.9536,0.444801
2915.328,1845.0244,0.445301
2916.328,1847.0951,0.4458
2917.328,1849.1659,0.4463
2917.328,1851.2366,0.4468
2919.328,1853.3074,0.4473
2919.328,1855.378,0.447799
2921.328,1857.4489,0.448299
2921.328,1859.5195,0.448799
2923.328,1861.5903,0.449299
2924.328,1863.661,0.449798
2925.328,1865.7318,0.450298
2927.328,1867.8025,0.450798
2928.328,1869.8732,0.451298
2928.328,1871.944,0.451798
2929.328,1874.0146,0.452297
2930.328,1876.0854,0.452797
2931.328,1878.1561,0.453297
2933.328,1880.2269,0.453797
2933.328,1882.2976,0.454296
2935.328,1884.3684,0.454796
2935.328,1886.4391,0.455296
2938.328,1888.5099,0.455796
2939.328,1890.5806,0.456296
2941.328,1892.6512,0.456795
2942.328,1894.722,0.457295
2939.6611,1896.7927,0.457795
2939.6611,1898.8635,0.458295
2941.6611,1900.9342,0.458794
2942.6611,1903.005,0.459294
2945.6611,1905.0757,0.459794
2945.6611,1907.1465,0.460294
2946.6611,1909.2172,0.460794
2946.6611,1911.288,0.461293
2948.6611,1913.3586,0.461793
2951.6611,1915.4293,0.462293
2954.6611,1917.5001,0.462793
2955.6611,1919.5708,0.463292
2955.6611,1921.6416,0.463792
2955.6611,1923.7123,0.464292
2957.6611,1925.7831,0.464792
2958.6611,1927.8538,0.465292
2953.9944,1929.9246,0.465791
2948.3276,1931.9952,0.466291
2948.3276,1934.066,0.466791
2942.6611,1936.1367,0.467291
2942.6611,1938.2074,0.46779
2942.6611,1940.2782,0.46829
2944.6611,1942.3489,0.46879
2938.9944,1944.4197,0.46929
2939.9944,1946.4904,0.46979
2940.9944,1948.5612,0.470289
2941.9944,1950.6318,0.470789
2941.9944,1952.7026,0.471289
2942.9944,1954.7733,0.471789
2943.9944,1956.8441,0.472288
2944.9944,1958.9148,0.472788
2946.9944,1960.9856,0.473288
2948.9944,1963.0563,0.473788
2943.3276,1965.127,0.474288
2943.3276,1967.1978,0.474787
2944.3276,1969.2684,0.475287
2945.3276,1971.3392,0.475787
2947.3276,1973.4099,0.476287
2947.3276,1975.4807,0.476786
2947.3276,1977.5514,0.477286
2947.3276,1979.6222,0.477786
2948.3276,1981.6929,0.478286
2949.3276,1983.7637,0.478786
2944.6611,1985.8344,0.479285
2947.6611,1987.905,0.479785
2947.6611,1989.9758,0.480285
2947.6611,1992.0465,0.480785
2947.6611,1994.1173,0.481284
2947.6611,1996.188,0.481784
2949.6611,1998.2588,0.482284
2944.9944,2000.3295,0.482784
2944.9944,2002.4003,0.483283
2940.3276,2004.471,0.483783
2945.3276,2006.5417,0.484283
2947.3276,2008.6124,0.484783
2947.3276,2010.6831,0.485283
2949.3276,2012.7539,0.485782
2950.3276,2014.8246,0.486282
2957.3276,2016.8954,0.486782
2951.6611,2018.9661,0.487282
2951.6611,2021.0369,0.487781
2947.9944,2023.1075,0.488281
2947.9944,2025.1783,0.488781
2947.9944,2027.249,0.489281
2949.9944,2029.3198,0.489781
2951.9944,2031.3905,0.49028
2948.3276,2033.4613,0.49078
2950.3276,2035.532,0.49128
2951.3276,2037.6027,0.49178
2955.3276,2039.6735,0.492279
2955.3276,2041.7441,0.492779
2955.3276,2043.815,0.493279
2955.3276,2045.8856,0.493779
2956.3276,2047.9564,0.494279
2958.3276,2050.027,0.494778
2956.661,2052.098,0.495278
2957.661,2054.1687,0.495778
2947.3276,2056.2393,0.496278
2951.3276,2058.31,0.496777
2948.661,2060.3809,0.497277
2948.661,2062.4514,0.497777
2949.661,2064.5222,0.498277
2949.661,2066.593,0.498777
2951.661,2068.6638,0.499276
2953.661,2070.7344,0.499776
2953.661,2072.8052,0.500276
2955.661,2074.876,0.500776
2957.661,2076.9468,0.501275
2957.661,2079.0173,0.501775
2958.661,2081.0881,0.502275
2958.661,2083.159,0.502775
2959.661,2085.2295,0.503275
2962.661,2087.3003,0.503774
2965.661,2089.371,0.504274
2966.661,2091.442,0.504774
2966.661,2093.5125,0.505274
2966.661,2095.5833,0.505773
2966.661,2097.654,0.506273
2966.661,2099.7249,0.506773
2960.9944,2101.7954,0.507273
2961.9944,2103.8662,0.507773
2962.9944,2105.937,0.508272
2965.9944,2108.0076,0.508772
2968.9944,2110.0784,0.509272
2971.9944,2112.1492,0.509772
2971.9944,2114.22,0.510271
2971.9944,2116.2905,0.510771
2972.9944,2118.3613,0.511271
2973.9944,2120.4321,0.511771
2973.9944,2122.503,0.512271
2973.9944,2124.5735,0.51277
2975.9944,2126.6443,0.51327
2975.9944,2128.715,0.51377
2975.9944,2130.7856,0.51427
2975.9944,2132.8564,0.514769
2971.3276,2134.9272,0.515269
2973.3276,2136.998,0.515769
2968.661,2139.0686,0.516269
2969.661,2141.1394,0.516768
2969.661,2143.2102,0.517268
2969.661,2145.281,0.517768
2969.661,2147.3516,0.518268
2969.661,2149.4224,0.518768
2970.661,2151.4932,0.519267
2970.661,2153.564,0.519767
2973.661,2155.6345,0.520267
2974.661,2157.7053,0.520767
2974.661,2159.7761,0.521266
2975.661,2161.8467,0.521766
2976.661,2163.9175,0.522266
2977.661,2165.9883,0.522766
2971.9944,2168.059,0.523266
2971.9944,2170.1296,0.523765
2971.9944,2172.2004,0.524265
2972.9944,2174.2712,0.524765
2972.9944,2176.342,0.525265
2975.9944,2178.4126,0.525764
2976.9944,2180.4834,0.526264
2977.9944,2182.5542,0.526764
2978.9944,2184.6248,0.527264
2979.9944,2186.6956,0.527764
2979.9944,2188.7664,0.528263
2979.9944,2190.8372,0.528763
2979.9944,2192.9077,0.529263
2980.9944,2194.9785,0.529763
2980.9944,2197.0493,0.530262
2981.9944,2199.12,0.530762
2981.9944,2201.1907,0.531262
2981.9944,2203.2615,0.531762
2981.9944,2205.3323,0.532262
2982.9944,2207.4028,0.532761
2984.9944,2209.4736,0.533261
2984.3276,2211.5444,0.533761
2981.661,2213.6152,0.534261
2981.661,2215.6858,0.53476
2981.661,2217.7566,0.53526
2982.661,2219.8274,0.53576
2983.661,2221.8982,0.53626
2984.661,2223.9688,0.53676
2986.661,2226.0396,0.537259
2990.661,2228.1104,0.537759
2990.661,2230.181,0.538259
2990.661,2232.2517,0.538759
2991.661,2234.3225,0.539258
2992.661,2236.3933,0.539758
2993.661,2238.4639,0.540258
2995.661,2240.5347,0.540758
2995.661,2242.6055,0.541258
2998.661,2244.6763,0.541757
3000.661,2246.7468,0.542257
3001.661,2248.8176,0.542757
3002.661,2250.8884,0.543257
3005.661,2252.959,0.543756
3005.661,2255.0298,0.544256
3006.661,2257.1006,0.544756
3007.661,2259.1714,0.545256
3008.661,2261.242,0.545756
3009.661,2263.3127,0.546255
3003.9941,2265.3835,0.546755
3000.3276,2267.4543,0.547255
3001.3276,2269.525,0.547755
3001.3276,2271.5957,0.548254
3002.3276,2273.6665,0.548754
3002.3276,2275.737,0.549254
3002.3276,2277.8079,0.549754
3002.3276,2279.8787,0.550253
3002.3276,2281.9495,0.550753
3002.3276,2284.02,0.551253
3003.3276,2286.0908,0.551753
3004.3276,2288.1616,0.552253
3004.3276,2290.2324,0.552752
3004.3276,2292.303,0.553252
3004.3276,2294.3738,0.553752
3004.3276,2296.4446,0.554252
3004.3276,2298.5151,0.554751
3004.3276,2300.586,0.555251
3005.3276,2302.6567,0.555751
3005.3276,2304.7275,0.556251
3005.3276,2306.798,0.556751
3001.661,2308.869,0.55725
3001.661,2310.9397,0.55775
3001.661,2313.0105,0.55825
3002.661,2315.081,0.55875
3002.661,2317.1519,0.559249
3002.661,2319.2227,0.559749
2996.9941,2321.2932,0.560249
2996.9941,2323.364,0.560749
2996.9941,2325.4348,0.561249
2991.3276,2327.5056,0.561748
2991.3276,2329.5762,0.562248
2991.3276,2331.647,0.562748
2994.3276,2333.7178,0.563248
2988.661,2335.7886,0.563747
2989.661,2337.8591,0.564247
2989.661,2339.93,0.564747
2989.661,2342.0007,0.565247
2989.661,2344.0715,0.565747
2990.661,2346.142,0.566246
2991.661,2348.213,0.566746
2992.661,2350.2837,0.567246
2993.661,2352.3542,0.567746
2993.661,2354.425,0.568245
2993.661,2356.4958,0.568745
2993.661,2358.5667,0.569245
2993.661,2360.6372,0.569745
2993.661,2362.708,0.570245
2993.661,2364.7788,0.570744
2994.661,2366.8496,0.571244
2994.661,2368.9202,0.571744
2996.661,2370.991,0.572244
2997.661,2373.0618,0.572743
2997.661,2375.1323,0.573243
2997.661,2377.2031,0.573743
2998.661,2379.274,0.574243
2998.661,2381.3447,0.574743
2998.661,2383.4153,0.575242
2999.661,2385.486,0.575742
2999.661,2387.557,0.576242
3000.661,2389.6277,0.576742
3001.661,2391.6982,0.577241
3002.661,2393.769,0.577741
3003.661,2395.8398,0.578241
3003.661,2397.9104,0.578741
3003.661,2399.9812,0.579241
3003.661,2402.052,0.57974
3003.661,2404.1228,0.58024
2999.9941,2406.1934,0.58074
2999.9941,2408.2642,0.58124
3000.9941,2410.335,0.581739
3000.9941,2412.4058,0.582239
3001.9941,2414.4763,0.582739
3001.9941,2416.547,0.583239
3001.9941,2418.618,0.583738
3001.9941,2420.6885,0.584238
3002.9941,2422.7593,0.584738
3002.9941,2424.83,0.585238
3002.9941,2426.901,0.585738
3002.9941,2428.9714,0.586237
3003.9941,2431.0422,0.586737
3004.9941,2433.113,0.587237
3004.9941,2435.1838,0.587737
3005.9941,2437.2544,0.588236
3005.9941,2439.3252,0.588736
3000.3276,2441.396,0.589236
3001.3276,2443.4666,0.589736
3001.3276,2445.5374,0.590236
3002.3276,2447.6082,0.590735
3002.3276,2449.679,0.591235
3002.3276,2451.7495,0.591735
3003.3276,2453.8203,0.592235
3003.3276,2455.891,0.592734
2997.661,2457.962,0.593234
2997.661,2460.0325,0.593734
2998.661,2462.1033,0.594234
2998.661,2464.174,0.594734
2998.661,2466.2446,0.595233
2999.661,2468.3154,0.595733
2999.661,2470.3862,0.596233
2999.661,2472.457,0.596733
3000.661,2474.5276,0.597232
2995.9941,2476.5984,0.597732
2995.9941,2478.6692,0.598232
2996.9941,2480.74,0.598732
2998.9941,2482.8105,0.599232
2999.9941,2484.8813,0.599731
2999.9941,2486.9521,0.600231
3001.9941,2489.0227,0.600731
2996.3276,2491.0935,0.601231
2997.3276,2493.1643,0.60173
2997.3276,2495.235,0.60223
2998.3276,2497.3057,0.60273
2998.3276,2499.3765,0.60323
2999.3276,2501.4473,0.60373
2994.661,2503.518,0.604229
2994.661,2505.5886,0.604729
2995.661,2507.6594,0.605229
2996.661,2509.7302,0.605729
2996.661,2511.801,0.606228
2997.661,2513.8716,0.606728
2998.661,2515.9424,0.607228
2998.661,2518.0132,0.607728
2998.661,2520.0837,0.608228
2999.661,2522.1545,0.608727
3001.661,2524.2253,0.609227
3001.661,2526.2961,0.609727
3003.661,2528.3667,0.610227
3003.661,2530.4375,0.610726
3004.661,2532.5083,0.611226
3005.661,2534.579,0.611726
3005.661,2536.6497,0.612226
3007.661,2538.7205,0.612726
3001.9941,2540.7913,0.613225
3001.9941,2542.8618,0.613725
3001.9941,2544.9326,0.614225
3001.9941,2547.0034,0.614725
3001.9941,2549.0742,0.615224
3002.9941,2551.1448,0.615724
3005.9941,2553.2156,0.616224
3005.9941,2555.2864,0.616724
3006.9941,2557.3572,0.617223
3006.9941,2559.4277,0.617723
3007.9941,2561.4985,0.618223
3008.9941,2563.5693,0.618723
3009.9941,2565.64,0.619223
3006.3274,2567.7107,0.619722
3006.3274,2569.7815,0.620222
3008.3274,2571.8523,0.620722
3008.3274,2573.9229,0.621222
3004.661,2575.9937,0.621721
3005.661,2578.0645,0.622221
3005.661,2580.1353,0.622721
2999.9941,2582.2058,0.623221
3001.9941,2584.2766,0.623721
3001.9941,2586.3474,0.62422
2996.3274,2588.418,0.62472
2996.3274,2590.4888,0.62522
2996.3274,2592.5596,0.62572
2998.3274,2594.6304,0.626219
2999.3274,2596.701,0.626719
2999.3274,2598.7717,0.627219
3000.3274,2600.8425,0.627719
3001.3274,2602.9133,0.628219
3001.3274,2604.984,0.628718
3002.3274,2607.0547,0.629218
3002.3274,2609.1255,0.629718
3003.3274,2611.196,0.630218
2998.661,2613.2668,0.630717
2998.661,2615.3376,0.631217
2998.661,2617.4084,0.631717
2998.661,2619.479,0.632217
3001.661,2621.5498,0.632717
3002.661,2623.6206,0.633216
3002.661,2625.6914,0.633716
3003.661,2627.762,0.634216
3006.661,2629.8328,0.634716
3007.661,2631.9036,0.635215
3008.661,2633.974,0.635715
3008.661,2636.045,0.636215
3009.661,2638.1157,0.636715
3009.661,2640.1865,0.637215
3009.661,2642.257,0.637714
3009.661,2644.328,0.638214
3010.661,2646.3987,0.638714
3010.661,2648.4695,0.639214
3011.661,2650.54,0.639713
3012.661,2652.6108,0.640213
3014.661,2654.6816,0.640713
3014.661,2656.7522,0.641213
3015.661,2658.823,0.641713
3015.661,2660.8938,0.642212
3016.661,2662.9646,0.642712
3016.661,2665.0352,0.643212
3017.661,2667.106,0.643712
3017.661,2669.1768,0.644211
3017.661,2671.2476,0.644711
3018.661,2673.318,0.645211
3018.661,2675.389,0.645711
3020.661,2677.4597,0.646211
3014.9941,2679.5305,0.64671
3015.9941,2681.601,0.64721
3015.9941,2683.6719,0.64771
3015.9941,2685.7427,0.64821
3016.9941,2687.8132,0.648709
3017.9941,2689.884,0.649209
3017.9941,2691.9548,0.649709
3020.9941,2694.0256,0.650209
3021.9941,2696.0962,0.650708
3022.9941,2698.167,0.651208
3022.9941,2700.2378,0.651708
3022.9941,2702.3086,0.652208
3022.9941,2704.3792,0.652708
3022.9941,2706.45,0.653207
3023.9941,2708.5208,0.653707
3023.9941,2710.5913,0.654207
3023.9941,2712.662,0.654707
3023.9941,2714.733,0.655206
3023.9941,2716.8037,0.655706
3023.9941,2718.8743,0.656206
3023.9941,2720.945,0.656706
3023.9941,2723.0159,0.657206
3023.9941,2725.0867,0.657705
3023.9941,2727.1572,0.658205
3024.9941,2729.228,0.658705
3024.9941,2731.2988,0.659205
3025.9941,2733.3694,0.659704
3025.9941,2735.4402,0.660204
3025.9941,2737.511,0.660704
3026.9941,2739.5818,0.661204
3028.9941,2741.6523,0.661704
3028.9941,2743.7231,0.662203
3029.9941,2745.794,0.662703
3032.9941,2747.8647,0.663203
3032.9941,2749.9353,0.663703
3032.9941,2752.006,0.664202
3033.9941,2754.077,0.664702
3033.9941,2756.1475,0.665202
3033.9941,2758.2183,0.665702
3033.9941,2760.289,0.666202
3035.9941,2762.3599,0.666701
3036.9941,2764.4304,0.667201
3038.9941,2766.5012,0.667701
3038.9941,2768.572,0.668201
3038.9941,2770.6428,0.6687
3038.9941,2772.7134,0.6692
3039.9941,2774.7842,0.6697
3040.9941,2776.855,0.6702
3040.9941,2778.9255,0.6707
3041.9941,2780.9963,0.671199
3044.9941,2783.0671,0.671699
3044.9941,2785.138,0.672199
3045.9941,2787.2085,0.672699
3045.9941,2789.2793,0.673198
3045.9941,2791.35,0.673698
3045.9941,2793.421,0.674198
3047.9941,2795.4915,0.674698
3047.9941,2797.5623,0.675198
3047.9941,2799.633,0.675697
3047.9941,2801.7036,0.676197
3048.9941,2803.7744,0.676697
3048.9941,2805.8452,0.677197
3048.9941,2807.916,0.677696
3043.3274,2809.9866,0.678196
3043.3274,2812.0574,0.678696
3045.3274,2814.1282,0.679196
3045.3274,2816.199,0.679695
3047.3274,2818.2695,0.680195
3047.3274,2820.3403,0.680695
3048.3274,2822.4111,0.681195
3049.3274,2824.4817,0.681695
3051.3274,2826.5525,0.682194
3047.661,2828.6233,0.682694
3047.661,2830.694,0.683194
3049.661,2832.7646,0.683694
3050.661,2834.8354,0.684193
3051.661,2836.9062,0.684693
3053.661,2838.977,0.685193
3053.661,2841.0476,0.685693
3053.661,2843.1184,0.686193
3053.661,2845.1892,0.686692
3054.661,2847.26,0.687192
3054.661,2849.3306,0.687692
3057.661,2851.4014,0.688192
3057.661,2853.4722,0.688691
3057.661,2855.5427,0.689191
3058.661,2857.6135,0.689691
3054.9941,2859.6843,0.690191
3056.9941,2861.7551,0.690691
3059.9941,2863.8257,0.69119
3060.9941,2865.8965,0.69169
3063.9941,2867.9673,0.69219
3066.9941,2870.038,0.69269
3066.9941,2872.1086,0.693189
3068.9941,2874.1794,0.693689
3069.9941,2876.2502,0.694189
3069.9941,2878.3208,0.694689
3070.9941,2880.3916,0.695189
3071.9941,2882.4624,0.695688
3074.9941,2884.5332,0.696188
3076.9941,2886.6038,0.696688
3077.9941,2888.6746,0.697188
3075.3274,2890.7454,0.697687
3079.3274,2892.8162,0.698187
3080.3274,2894.8867,0.698687
3082.3274,2896.9575,0.699187
3083.3274,2899.0283,0.699687
3085.3274,2901.0989,0.700186
3087.3274,2903.1697,0.700686
3087.3274,2905.2405,0.701186
3087.3274,2907.3113,0.701686
3087.3274,2909.3818,0.702185
3081.6606,2911.4526,0.702685
3082.6606,2913.5234,0.703185
3082.6606,2915.5942,0.703685
3082.6606,2917.6648,0.704185
3083.6606,2919.7356,0.704684
3088.6606,2921.8064,0.705184
3092.6606,2923.877,0.705684
3096.6606,2925.9478,0.706184
3098.6606,2928.0186,0.706683
3098.6606,2930.0894,0.707183
3098.6606,2932.16,0.707683
3100.6606,2934.2307,0.708183
3100.6606,2936.3015,0.708683
3095.9941,2938.3723,0.709182
3092.3274,2940.4429,0.709682
3093.3274,2942.5137,0.710182
3094.3274,2944.5845,0.710682
3097.3274,2946.655,0.711181
3097.3274,2948.7258,0.711681
3098.3274,2950.7966,0.712181
3098.3274,2952.8674,0.712681
3098.3274,2954.938,0.71318
3099.3274,2957.0088,0.71368
3099.3274,2959.0796,0.71418
3099.3274,2961.1504,0.71468
3100.3274,2963.221,0.71518
3101.3274,2965.2917,0.715679
3101.3274,2967.3625,0.716179
3103.3274,2969.433,0.716679
3105.3274,2971.504,0.717179
3106.3274,2973.5747,0.717678
3106.3274,2975.6455,0.718178
3101.6606,2977.716,0.718678
3101.6606,2979.7869,0.719178
3102.6606,2981.8577,0.719678
3102.6606,2983.9285,0.720177
3102.6606,2985.999,0.720677
3103.6606,2988.0698,0.721177
3103.6606,2990.1406,0.721677
3105.6606,2992.2112,0.722176
3105.6606,2994.282,0.722676
3105.6606,2996.3528,0.723176
3105.6606,2998.4236,0.723676
3099.9941,3000.4941,0.724176
3094.3274,3002.565,0.724675
3094.3274,3004.6357,0.725175
3095.3274,3006.7065,0.725675
3095.3274,3008.777,0.726175
3095.3274,3010.848,0.726674
3096.3274,3012.9187,0.727174
3092.6606,3014.9895,0.727674
3093.6606,3017.06,0.728174
3093.6606,3019.1309,0.728674
3087.9941,3021.2017,0.729173
3087.9941,3023.2722,0.729673
3088.9941,3025.343,0.730173
3087.3274,3027.4138,0.730673
3090.3274,3029.4846,0.731172
3086.6606,3031.5552,0.731672
3080.994,3033.626,0.732172
3081.994,3035.6968,0.732672
3083.994,3037.7676,0.733172
3084.994,3039.8381,0.733671
3086.994,3041.909,0.734171
3076.6606,3043.9797,0.734671
3072.994,3046.0503,0.735171
3068.3274,3048.121,0.73567
3070.3274,3050.192,0.73617
3072.3274,3052.2627,0.73667
3073.3274,3054.3333,0.73717
3076.3274,3056.404,0.73767
3078.3274,3058.4749,0.738169
3083.3274,3060.5457,0.738669
3084.3274,3062.6162,0.739169
3079.6606,3064.687,0.739669
3079.6606,3066.7578,0.740168
3081.6606,3068.8284,0.740668
3088.6606,3070.8992,0.741168
3091.6606,3072.97,0.741668
3094.6606,3075.0408,0.742168
3099.6606,3077.1113,0.742667
3099.994,3079.1821,0.743167
3104.994,3081.253,0.743667
3106.994,3083.3237,0.744167
3107.994,3085.3943,0.744666
3108.994,3087.465,0.745166
3110.994,3089.536,0.745666
3116.994,3091.6064,0.746166
3121.994,3093.6772,0.746665
3126.994,3095.748,0.747165
3130.994,3097.8188,0.747665
3132.994,3099.8894,0.748165
3136.994,3101.9602,0.748665
3133.3274,3104.031,0.749164
3135.6606,3106.1018,0.749664
3141.6606,3108.1724,0.750164
3144.6606,3110.2432,0.750664
3140.994,3112.314,0.751163
3141.994,3114.3845,0.751663
3147.994,3116.4553,0.752163
3148.994,3118.5261,0.752663
3151.994,3120.597,0.753163
3150.3274,3122.6675,0.753662
3140.994,3124.7383,0.754162
3146.994,3126.809,0.754662
3154.994,3128.88,0.755162
3159.3271,3130.9504,0.755661
3144.3271,3133.0212,0.756161
3138.994,3135.092,0.756661
3144.994,3137.1626,0.757161
3145.994,3139.2334,0.757661
3146.994,3141.3042,0.75816
3152.994,3143.375,0.75866
3153.3271,3145.4456,0.75916
3150.6606,3147.5164,0.75966
3148.994,3149.5872,0.760159
3150.994,3151.658,0.760659
3154.994,3153.7285,0.761159
3156.3271,3155.7993,0.761659
3163.3271,3157.87,0.762159
3171.3271,3159.9407,0.762658
3176.3271,3162.0115,0.763158
3182.3271,3164.0823,0.763658
3186.3271,3166.153,0.764158
3192.3271,3168.2236,0.764657
3195.3271,3170.2944,0.765157
3199.3271,3172.3652,0.765657
3195.6604,3174.436,0.766157
3198.6604,3176.5066,0.766657
3197.994,3178.5774,0.767156
3189.6604,3180.6482,0.767656
3195.6604,3182.7188,0.768156
3198.6604,3184.7896,0.768656
3202.6604,3186.8604,0.769155
3193.3271,3188.9312,0.769655
3197.3271,3191.0017,0.770155
3202.3271,3193.0725,0.770655
3195.994,3195.1433,0.771155
3198.994,3197.214,0.771654
3207.994,3199.2847,0.772154
3211.994,3201.3555,0.772654
3220.994,3203.4263,0.773154
3226.994,3205.497,0.773653
3233.994,3207.5676,0.774153
3238.994,3209.6384,0.774653
3244.994,3211.7092,0.775153
3254.994,3213.7798,0.775653
3247.6604,3215.8506,0.776152
3244.9937,3217.9214,0.776652
3250.9937,3219.9922,0.777152
3253.3271,3222.0627,0.777652
3253.6604,3224.1335,0.778151
3252.9937,3226.2043,0.778651
3252.3271,3228.2751,0.779151
3251.6604,3230.3457,0.779651
3253.6604,3232.4165,0.78015
3251.9937,3234.4873,0.78065
3242.6604,3236.5579,0.78115
3249.6604,3238.6287,0.78165
3259.6604,3240.6995,0.78215
3251.3271,3242.7703,0.782649
3254.3271,3244.8408,0.783149
3246.9937,3246.9116,0.783649
3249.9937,3248.9824,0.784149
3256.9937,3251.0532,0.784648
3254.327,3253.1238,0.785148
3256.327,3255.1946,0.785648
3262.6604,3257.2654,0.786148
3264.6604,3259.336,0.786648
3256.327,3261.4067,0.787147
3254.6604,3263.4775,0.787647
3253.9937,3265.5483,0.788147
3256.9937,3267.619,0.788647
3263.9937,3269.6897,0.789146
3256.6604,3271.7605,0.789646
3254.9937,3273.8313,0.790146
3250.327,3275.9019,0.790646
3252.327,3277.9727,0.791146
3257.327,3280.0435,0.791645
3259.327,3282.114,0.792145
3267.327,3284.1848,0.792645
3274.327,3286.2556,0.793145
3278.327,3288.3264,0.793644
3278.6602,3290.397,0.794144
3281.6602,3292.4678,0.794644
3276.327,3294.5386,0.795144
3282.327,3296.6094,0.795644
3288.327,3298.68,0.796143
3285.6602,3300.7507,0.796643
3290.6602,3302.8215,0.797143
3289.9937,3304.892,0.797643
3293.9937,3306.963,0.798142
3291.327,3309.0337,0.798642
3293.6602,3311.1045,0.799142
3299.6602,3313.175,0.799642
3303.6602,3315.2458,0.800142
3308.6602,3317.3167,0.800641
3316.6602,3319.3875,0.801141
3322.6602,3321.458,0.801641
3325.6602,3323.5288,0.802141
3318.327,3325.5996,0.80264
3315.6602,3327.6702,0.80314
3323.6602,3329.741,0.80364
3320.9934,3331.8118,0.80414
3327.9934,3333.8826,0.80464
3333.327,3335.9531,0.805139
3335.327,3338.024,0.805639
3343.327,3340.0947,0.806139
3330.327,3342.1655,0.806639
3332.327,3344.236,0.807138
3322.327,3346.307,0.807638
3327.327,3348.3777,0.808138
3333.327,3350.4482,0.808638
3330.6602,3352.519,0.809138
3340.6602,3354.5898,0.809637
3344.6602,3356.6606,0.810137
3346.9934,3358.7312,0.810637
3336.9934,3360.802,0.811137
3340.9934,3362.8728,0.811636
3338.3267,3364.9436,0.812136
3339.6602,3367.0142,0.812636
3341.9934,3369.085,0.813136
3331.6602,3371.1558,0.813635
3337.6602,3373.2266,0.814135
3339.6602,3375.297,0.814635
3342.9934,3377.368,0.815135
3335.6602,3379.4387,0.815635
3344.6602,3381.5093,0.816134
3349.6602,3383.58,0.816634
3357.6602,3385.651,0.817134
3356.9934,3387.7217,0.817634
3358.9934,3389.7922,0.818133
3365.9934,3391.863,0.818633
3362.66,3393.9338,0.819133
3370.66,3396.0046,0.819633
3375.66,3398.0752,0.820133
3379.66,3400.146,0.820632
3377.9934,3402.2168,0.821132
3380.9934,3404.2874,0.821632
3384.9934,3406.3582,0.822132
3388.9934,3408.429,0.822631
3385.66,3410.4998,0.823131
3381.9934,3412.5703,0.823631
3393.9934,3414.641,0.824131
3397.9934,3416.712,0.824631
3397.3267,3418.7827,0.82513
3400.3267,3420.8533,0.82563
3406.66,3422.924,0.82613
3409.9934,3424.9949,0.82663
3415.3267,3427.0654,0.827129
3406.9932,3429.1362,0.827629
3408.9932,3431.207,0.828129
3414.9932,3433.2778,0.828629
3414.3267,3435.3484,0.829129
3412.66,3437.4192,0.829628
3405.3267,3439.49,0.830128
3411.3267,3441.5608,0.830628
3418.3267,3443.6313,0.831128
3423.3267,3445.7021,0.831627
3425.3267,3447.773,0.832127
3429.3267,3449.8435,0.832627
3426.66,3451.9143,0.833127
3431.66,3453.985,0.833627
3430.9932,3456.056,0.834126
3433.9932,3458.1265,0.834626
3429.66,3460.1973,0.835126
3435.66,3462.268,0.835626
3436.9932,3464.3389,0.836125
3439.9932,3466.4094,0.836625
3447.9932,3468.4802,0.837125
3447.3264,3470.551,0.837625
3451.3264,3472.6216,0.838125
3453.66,3474.6924,0.838624
3459.66,3476.7632,0.839124
3461.66,3478.834,0.839624
3466.66,3480.9045,0.840124
3473.66,3482.9753,0.840623
3478.66,3485.0461,0.841123
3485.66,3487.117,0.841623
3479.3264,3489.1875,0.842123
3490.3264,3491.2583,0.842623
3481.9932,3493.329,0.843122
3480.3264,3495.3997,0.843622
3469.3264,3497.4705,0.844122
3473.3264,3499.5413,0.844622
3470.66,3501.612,0.845121
3473.66,3503.6826,0.845621
3479.66,3505.7534,0.846121
3477.9932,3507.8242,0.846621
3487.9932,3509.895,0.84712
3486.3264,3511.9656,0.84762
3490.3264,3514.0364,0.84812
3488.6597,3516.1072,0.84862
3488.9932,3518.1777,0.84912
3494.9932,3520.2485,0.849619
3500.9932,3522.3193,0.850119
3497.3264,3524.3901,0.850619
3495.6597,3526.4607,0.851119
3490.9932,3528.5315,0.851618
3498.9932,3530.6023,0.852118
3494.6597,3532.673,0.852618
3501.6597,3534.7437,0.853118
3508.6597,3536.8145,0.853618
3515.6597,3538.8853,0.854117
3522.6597,3540.956,0.854617
3506.993,3543.0266,0.855117
3510.3264,3545.0974,0.855617
3519.3264,3547.1682,0.856116
3531.3264,3549.2388,0.856616
3521.3264,3551.3096,0.857116
3527.3264,3553.3804,0.857616
3526.6597,3555.4512,0.858116
3518.3264,3557.5217,0.858615
3525.3264,3559.5925,0.859115
3526.6597,3561.6633,0.859615
3533.6597,3563.7341,0.860115
3540.6597,3565.8047,0.860614
3539.3262,3567.8755,0.861114
3542.3262,3569.9463,0.861614
3545.3262,3572.0168,0.862114
