qini,baseline,share_users
3551.3262,3574.0876,0.862614
3552.6597,3576.1584,0.863113
3546.3262,3578.2292,0.863613
3555.3262,3580.2998,0.864113
3558.6597,3582.3706,0.864613
3563.6597,3584.4414,0.865112
3567.6597,3586.5122,0.865612
3565.3262,3588.5828,0.866112
3574.3262,3590.6536,0.866612
3575.6597,3592.7244,0.867112
3579.6597,3594.795,0.867611
3575.993,3596.8657,0.868111
3583.993,3598.9365,0.868611
3587.993,3601.0073,0.869111
3594.993,3603.078,0.86961
3592.3262,3605.1487,0.87011
3599.3262,3607.2195,0.87061
3605.3262,3609.2903,0.87111
3598.3262,3611.3608,0.87161
3589.993,3613.4316,0.872109
3592.993,3615.5024,0.872609
3593.3262,3617.573,0.873109
3604.3262,3619.6438,0.873609
3611.3262,3621.7146,0.874108
3610.6594,3623.7854,0.874608
3616.6594,3625.856,0.875108
3611.3262,3627.9268,0.875608
3597.3262,3629.9976,0.876108
3596.6594,3632.0684,0.876607
3601.6594,3634.139,0.877107
3602.9927,3636.2097,0.877607
3608.3262,3638.2805,0.878107
3609.6594,3640.351,0.878606
3606.9927,3642.4219,0.879106
3611.9927,3644.4927,0.879606
3589.6594,3646.5635,0.880106
3586.326,3648.634,0.880605
3592.326,3650.7048,0.881105
3592.6594,3652.7756,0.881605
3597.6594,3654.8464,0.882105
3598.326,3656.917,0.882605
3603.326,3658.9878,0.883104
3609.326,3661.0586,0.883604
3617.326,3663.1292,0.884104
3611.6594,3665.2,0.884604
3614.9927,3667.2708,0.885103
3619.9927,3669.3416,0.885603
3623.9927,3671.412,0.886103
3631.9927,3673.483,0.886603
3632.326,3675.5537,0.887103
3643.326,3677.6245,0.887602
3650.326,3679.695,0.888102
3661.326,3681.7659,0.888602
3659.9927,3683.8367,0.889102
3660.9927,3685.9072,0.889601
3658.326,3687.978,0.890101
3664.326,3690.0488,0.890601
3666.326,3692.1196,0.891101
3678.326,3694.1902,0.891601
3685.326,3696.261,0.8921
3692.326,3698.3318,0.8926
3700.326,3700.4026,0.8931
3708.326,3702.4731,0.8936
3707.6594,3704.544,0.894099
3703.326,3706.6147,0.894599
3708.326,3708.6855,0.895099
3710.6592,3710.756,0.895599
3711.9927,3712.827,0.896099
3705.6592,3714.8977,0.896598
3704.9927,3716.9683,0.897098
3704.6592,3719.039,0.897598
3709.9927,3721.1099,0.898098
3704.6592,3723.1807,0.898597
3682.326,3725.2512,0.899097
3686.326,3727.322,0.899597
3693.326,3729.3928,0.900097
3695.6592,3731.4636,0.900597
3696.9924,3733.5342,0.901096
3711.9924,3735.605,0.901596
3716.326,3737.6758,0.902096
3724.326,3739.7463,0.902596
3734.326,3741.8171,0.903095
3743.326,3743.888,0.903595
3736.9924,3745.9587,0.904095
3743.9924,3748.0293,0.904595
3753.3257,3750.1,0.905095
3761.3257,3752.171,0.905594
3771.3257,3754.2417,0.906094
3777.3257,3756.3123,0.906594
3776.6592,3758.383,0.907094
3770.3257,3760.4539,0.907593
3780.3257,3762.5244,0.908093
3775.6592,3764.5952,0.908593
3780.6592,3766.666,0.909093
3783.9924,3768.7368,0.909593
3792.9924,3770.8074,0.910092
3792.6592,3772.8782,0.910592
3779.6592,3774.949,0.911092
3785.6592,3777.0198,0.911592
3794.6592,3779.0903,0.912091
3806.6592,3781.1611,0.912591
3814.6592,3783.232,0.913091
3817.6592,3785.3025,0.913591
3813.3257,3787.3733,0.91409
3809.9924,3789.444,0.91459
3804.659,3791.515,0.91509
3808.659,3793.5854,0.91559
3807.3257,3795.6562,0.91609
3805.9924,3797.727,0.916589
3799.659,3799.7979,0.917089
3802.9922,3801.8684,0.917589
3800.3257,3803.9392,0.918089
3797.9922,3806.01,0.918588
3804.9922,3808.0806,0.919088
3815.9922,3810.1514,0.919588
3825.9922,3812.2222,0.920088
3833.9922,3814.293,0.920588
3840.9922,3816.3635,0.921087
3834.659,3818.4343,0.921587
3832.659,3820.5051,0.922087
3820.659,3822.576,0.922587
3830.659,3824.6465,0.923086
3834.9922,3826.7173,0.923586
3841.9922,3828.788,0.924086
3854.9922,3830.8586,0.924586
3856.3254,3832.9294,0.925086
3836.9922,3835.0002,0.925585
3844.9922,3837.071,0.926085
3848.3254,3839.1416,0.926585
3854.659,3841.2124,0.927085
3856.9922,3843.2832,0.927584
3864.9922,3845.354,0.928084
3860.6587,3847.4246,0.928584
3848.6587,3849.4954,0.929084
3849.9922,3851.5662,0.929584
3851.3254,3853.6367,0.930083
3849.6587,3855.7075,0.930583
3859.6587,3857.7783,0.931083
3863.9922,3859.849,0.931583
3874.9922,3861.9197,0.932082
3876.9922,3863.9905,0.932582
3868.992,3866.0613,0.933082
3867.3254,3868.132,0.933582
3874.6587,3870.2026,0.934082
3853.3254,3872.2734,0.934581
3848.992,3874.3442,0.935081
3853.992,3876.415,0.935581
3850.6587,3878.4856,0.936081
3847.3252,3880.5564,0.93658
3853.3252,3882.6272,0.93708
3861.3252,3884.6978,0.93758
3855.992,3886.7686,0.93808
3868.992,3888.8394,0.93858
3878.992,3890.9102,0.939079
3888.992,3892.9807,0.939579
3898.992,3895.0515,0.940079
3907.992,3897.1223,0.940579
3916.992,3899.193,0.941078
3918.3252,3901.2637,0.941578
3929.3252,3903.3345,0.942078
3941.3252,3905.4053,0.942578
3955.3252,3907.4758,0.943078
3963.3252,3909.5466,0.943577
3958.992,3911.6174,0.944077
3966.992,3913.6882,0.944577
3977.992,3915.7588,0.945077
3984.992,3917.8296,0.945576
3987.3252,3919.9004,0.946076
3991.6587,3921.9712,0.946576
3992.992,3924.0417,0.947076
3999.992,3926.1125,0.947575
4011.992,3928.1833,0.948075
4004.6584,3930.254,0.948575
4005.992,3932.3247,0.949075
4004.3252,3934.3955,0.949575
4013.3252,3936.4663,0.950074
4016.6584,3938.5369,0.950574
4013.3252,3940.6077,0.951074
4025.3252,3942.6785,0.951574
4034.3252,3944.7493,0.952073
4029.992,3946.8198,0.952573
4034.3252,3948.8906,0.953073
4036.6584,3950.9614,0.953573
4037.3252,3953.032,0.954073
4027.6584,3955.1028,0.954572
4035.6584,3957.1736,0.955072
4038.9917,3959.2444,0.955572
4041.3252,3961.315,0.956072
4041.6584,3963.3857,0.956571
4037.325,3965.4565,0.957071
4030.325,3967.5273,0.957571
4040.325,3969.598,0.958071
4048.6584,3971.6687,0.958571
4046.9917,3973.7395,0.95907
4047.325,3975.81,0.95957
4052.6584,3977.8809,0.96007
4045.6584,3979.9517,0.96057
4051.6584,3982.0225,0.961069
4063.6584,3984.093,0.961569
4062.325,3986.1638,0.962069
4059.9917,3988.2346,0.962569
4069.9917,3990.3054,0.963069
4064.6582,3992.376,0.963568
4067.9917,3994.4468,0.964068
4074.325,3996.5176,0.964568
4064.325,3998.5881,0.965068
4056.9915,4000.659,0.965567
4064.9915,4002.7297,0.966067
4040.6582,4004.8005,0.966567
4051.6582,4006.871,0.967067
4054.9915,4008.942,0.967567
4058.325,4011.0127,0.968066
4056.9915,4013.0835,0.968566
4058.3247,4015.154,0.969066
4069.3247,4017.2249,0.969566
4078.6582,4019.2957,0.970065
4086.6582,4021.3662,0.970565
4082.3247,4023.437,0.971065
4073.3247,4025.5078,0.971565
4073.6582,4027.5786,0.972065
4076.3247,4029.6492,0.972564
4078.6582,4031.72,0.973064
4087.6582,4033.7908,0.973564
4094.9915,4035.8616,0.974064
4092.658,4037.9321,0.974563
4102.658,4040.003,0.975063
4101.658,4042.0737,0.975563
4090.658,4044.1443,0.976063
4093.9915,4046.215,0.976563
4101.3247,4048.286,0.977062
4098.991,4050.3567,0.977562
4103.991,4052.4272,0.978062
4103.3247,4054.498,0.978562
4096.991,4056.5688,0.979061
4093.658,4058.6396,0.979561
4097.991,4060.7102,0.980061
4102.991,4062.781,0.980561
4104.3247,4064.8518,0.98106
4103.6577,4066.9226,0.98156
4105.991,4068.9932,0.98206
4095.658,4071.064,0.98256
4090.3245,4073.1348,0.98306
4091.658,4075.2053,0.983559
4093.9912,4077.2761,0.984059
4088.658,4079.347,0.984559
4086.9912,4081.4177,0.985059
4084.658,4083.4883,0.985558
4078.3245,4085.559,0.986058
4072.9912,4087.63,0.986558
4078.9912,4089.7007,0.987058
4081.3245,4091.7712,0.987558
4083.6577,4093.842,0.988057
4073.6577,4095.9128,0.988557
4070.9912,4097.9834,0.989057
4080.9912,4100.054,0.989557
4089.9912,4102.125,0.990056
4085.6577,4104.196,0.990556
4071.6577,4106.2666,0.991056
4082.6577,4108.3374,0.991556
4079.991,4110.4077,0.992056
4086.991,4112.4785,0.992555
4080.6577,4114.5493,0.993055
4083.6577,4116.62,0.993555
4083.991,4118.691,0.994055
4094.991,4120.7617,0.994554
4092.3245,4122.8325,0.995054
4086.991,4124.903,0.995554
4099.991,4126.9736,0.996054
4107.991,4129.0444,0.996554
4104.6577,4131.115,0.997053
4118.6577,4133.186,0.997553
4127.6577,4135.257,0.998053
4128.991,4137.3276,0.998553
4133.6577,4139.3984,0.999052
4137.9907,4141.4688,0.999552
